"Customer Name","order_date","Profit","cumulative_profit"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","2.0286","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","31.188","4608.7093999999993894"
"Adam Bellavance","2017-11-05","31.188","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-05","82.2906","4608.7093999999993894"
"Adam Bellavance","2017-11-06","32.687999999999988","5261.2453999999990834"
"Adam Bellavance","2017-11-06","32.687999999999988","5261.2453999999990834"
"Adam Bellavance","2017-11-06","-73.054800000000071","5261.2453999999990834"
"Adam Bellavance","2017-11-06","366.63479999999993","5261.2453999999990834"
"Adam Bellavance","2017-11-06","366.63479999999993","5261.2453999999990834"
"Adam Bellavance","2017-11-06","-73.054800000000071","5261.2453999999990834"
"Adam Hart","2014-11-16","2.4012","4.8024"
"Adam Hart","2014-11-16","2.4012","4.8024"
"Adam Hart","2015-12-21","0.33839999999999981","5.47919999999999962"
"Adam Hart","2015-12-21","0.33839999999999981","5.47919999999999962"
"Adam Hart","2016-06-26","11.585999999999984","57.78319999999996762"
"Adam Hart","2016-06-26","8.95","57.78319999999996762"
"Adam Hart","2016-06-26","5.616","57.78319999999996762"
"Adam Hart","2016-06-26","5.616","57.78319999999996762"
"Adam Hart","2016-06-26","8.95","57.78319999999996762"
"Adam Hart","2016-06-26","11.585999999999984","57.78319999999996762"
"Adam Hart","2016-09-15","294.54879999999991","646.88079999999978762"
"Adam Hart","2016-09-15","294.54879999999991","646.88079999999978762"
"Adam Hart","2016-12-17","-6.2100000000000151","670.74879999999975742"
"Adam Hart","2016-12-17","18.144","670.74879999999975742"
"Adam Hart","2016-12-17","18.144","670.74879999999975742"
"Adam Hart","2016-12-17","-6.2100000000000151","670.74879999999975742"
"Adam Hart","2017-04-15","70.72199999999998","812.19279999999971742"
"Adam Hart","2017-04-15","70.72199999999998","812.19279999999971742"
"Adam Hart","2017-05-19","-35.36460000000001","761.68239999999969742"
"Adam Hart","2017-05-19","-35.36460000000001","761.68239999999969742"
"Adam Hart","2017-05-19","10.1094","761.68239999999969742"
"Adam Hart","2017-05-19","10.1094","761.68239999999969742"
"Adam Hart","2017-09-25","-42.9516","663.17319999999969582"
"Adam Hart","2017-09-25","-42.9516","663.17319999999969582"
"Adam Hart","2017-09-25","-6.3030000000000008","663.17319999999969582"
"Adam Hart","2017-09-25","-6.3030000000000008","663.17319999999969582"
"Adam Hart","2017-10-23","-13.756799999999984","527.41719999999983568"
"Adam Hart","2017-10-23","21.2856","527.41719999999983568"
"Adam Hart","2017-10-23","0.66599999999999993","527.41719999999983568"
"Adam Hart","2017-10-23","50.563199999999995","527.41719999999983568"
"Adam Hart","2017-10-23","-13.756799999999984","527.41719999999983568"
"Adam Hart","2017-10-23","0.66599999999999993","527.41719999999983568"
"Adam Hart","2017-10-23","21.2856","527.41719999999983568"
"Adam Hart","2017-10-23","-13.756799999999984","527.41719999999983568"
"Adam Hart","2017-10-23","-127.57919999999996","527.41719999999983568"
"Adam Hart","2017-10-23","-127.57919999999996","527.41719999999983568"
"Adam Hart","2017-10-23","-13.756799999999984","527.41719999999983568"
"Adam Hart","2017-10-23","14.700000000000003","527.41719999999983568"
"Adam Hart","2017-10-23","50.563199999999995","527.41719999999983568"
"Adam Hart","2017-10-23","14.700000000000003","527.41719999999983568"
"Adam Hart","2017-11-26","3.7235999999999989","534.86439999999983348"
"Adam Hart","2017-11-26","3.7235999999999989","534.86439999999983348"
"Adam Shillingsburg","2014-09-22","5.7376000000000005","251.8399999999999230"
"Adam Shillingsburg","2014-09-22","1.3944","251.8399999999999230"
"Adam Shillingsburg","2014-09-22","1.3944","251.8399999999999230"
"Adam Shillingsburg","2014-09-22","35.078399999999995","251.8399999999999230"
"Adam Shillingsburg","2014-09-22","5.7376000000000005","251.8399999999999230"
"Adam Shillingsburg","2014-09-22","83.709599999999966","251.8399999999999230"
"Adam Shillingsburg","2014-09-22","83.709599999999966","251.8399999999999230"
"Adam Shillingsburg","2014-09-22","35.078399999999995","251.8399999999999230"
"Adam Shillingsburg","2014-12-24","3.632200000000001","259.1043999999999250"
"Adam Shillingsburg","2014-12-24","3.632200000000001","259.1043999999999250"
"Adam Shillingsburg","2015-11-09","8.4966","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","7.9212000000000007","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","8.4966","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","12.3234","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","12.3234","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","215.11979999999994","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","7.9212000000000007","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","12.3234","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","215.11979999999994","771.4731999999998064"
"Adam Shillingsburg","2015-11-09","12.3234","771.4731999999998064"
"Adam Shillingsburg","2016-05-02","1.764","761.0907999999998004"
"Adam Shillingsburg","2016-05-02","-3.787200000000003","761.0907999999998004"
"Adam Shillingsburg","2016-05-02","-3.787200000000003","761.0907999999998004"
"Adam Shillingsburg","2016-05-02","-3.168","761.0907999999998004"
"Adam Shillingsburg","2016-05-02","-3.168","761.0907999999998004"
"Adam Shillingsburg","2016-05-02","1.764","761.0907999999998004"
"Adam Shillingsburg","2016-06-21","12.796","819.2843999999997344"
"Adam Shillingsburg","2016-06-21","-44.196000000000026","819.2843999999997344"
"Adam Shillingsburg","2016-06-21","60.496799999999993","819.2843999999997344"
"Adam Shillingsburg","2016-06-21","60.496799999999993","819.2843999999997344"
"Adam Shillingsburg","2016-06-21","12.796","819.2843999999997344"
"Adam Shillingsburg","2016-06-21","-44.196000000000026","819.2843999999997344"
"Adam Shillingsburg","2016-09-11","2.0999999999999996","816.9971999999997304"
"Adam Shillingsburg","2016-09-11","2.0999999999999996","816.9971999999997304"
"Adam Shillingsburg","2016-09-11","-3.2436000000000016","816.9971999999997304"
"Adam Shillingsburg","2016-09-11","-3.2436000000000016","816.9971999999997304"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","23.550000000000004","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","23.550000000000004","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-04-01","13.347999999999997","1104.3611999999996844"
"Adam Shillingsburg","2017-09-16","19.793400000000005","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","-412.61539999999991","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","14.395200000000004","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","14.395200000000004","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","-2.7551999999999994","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","-2.7551999999999994","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","-412.61539999999991","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","19.793400000000005","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","2.2512","346.4995999999998836"
"Adam Shillingsburg","2017-09-16","2.2512","346.4995999999998836"
"Adam Shillingsburg","2017-12-02","10.395","367.2895999999998836"
"Adam Shillingsburg","2017-12-02","10.395","367.2895999999998836"
"Adrian Barton","2014-12-20","496.78649999999993","997.04159999999986"
"Adrian Barton","2014-12-20","1.7343","997.04159999999986"
"Adrian Barton","2014-12-20","1.7343","997.04159999999986"
"Adrian Barton","2014-12-20","496.78649999999993","997.04159999999986"
"Adrian Barton","2015-11-07","-28.867800000000017","711.7213999999997796"
"Adrian Barton","2015-11-07","5.3190000000000008","711.7213999999997796"
"Adrian Barton","2015-11-07","5.3190000000000008","711.7213999999997796"
"Adrian Barton","2015-11-07","-51.296000000000006","711.7213999999997796"
"Adrian Barton","2015-11-07","-51.296000000000006","711.7213999999997796"
"Adrian Barton","2015-11-07","33.589499999999987","711.7213999999997796"
"Adrian Barton","2015-11-07","-84.448","711.7213999999997796"
"Adrian Barton","2015-11-07","-84.448","711.7213999999997796"
"Adrian Barton","2015-11-07","33.589499999999987","711.7213999999997796"
"Adrian Barton","2015-11-07","-16.956800000000005","711.7213999999997796"
"Adrian Barton","2015-11-07","-28.867800000000017","711.7213999999997796"
"Adrian Barton","2015-11-07","-16.956800000000005","711.7213999999997796"
"Adrian Barton","2016-02-02","5.8979999999999961","723.5173999999997718"
"Adrian Barton","2016-02-02","5.8979999999999961","723.5173999999997718"
"Adrian Barton","2016-09-25","-204.44580000000005","314.6257999999996718"
"Adrian Barton","2016-09-25","-204.44580000000005","314.6257999999996718"
"Adrian Barton","2016-12-17","4946.37","10207.3657999999996718"
"Adrian Barton","2016-12-17","4946.37","10207.3657999999996718"
"Adrian Barton","2017-05-18","38.779199999999989","10284.9241999999996498"
"Adrian Barton","2017-05-18","38.779199999999989","10284.9241999999996498"
"Adrian Barton","2017-06-05","52.917299999999955","10390.7587999999995598"
"Adrian Barton","2017-06-05","52.917299999999955","10390.7587999999995598"
"Adrian Barton","2017-08-03","7.4654999999999987","10405.6897999999995572"
"Adrian Barton","2017-08-03","7.4654999999999987","10405.6897999999995572"
"Adrian Barton","2017-09-19","-2.5248000000000022","10440.7125999999995984"
"Adrian Barton","2017-09-19","-2.5248000000000022","10440.7125999999995984"
"Adrian Barton","2017-09-19","-13.938000000000002","10440.7125999999995984"
"Adrian Barton","2017-09-19","29.495000000000019","10440.7125999999995984"
"Adrian Barton","2017-09-19","-13.938000000000002","10440.7125999999995984"
"Adrian Barton","2017-09-19","29.495000000000019","10440.7125999999995984"
"Adrian Barton","2017-09-19","4.4792000000000058","10440.7125999999995984"
"Adrian Barton","2017-09-19","4.4792000000000058","10440.7125999999995984"
"Adrian Barton","2017-11-19","213.68880000000001","10889.6109999999996184"
"Adrian Barton","2017-11-19","10.7604","10889.6109999999996184"
"Adrian Barton","2017-11-19","213.68880000000001","10889.6109999999996184"
"Adrian Barton","2017-11-19","10.7604","10889.6109999999996184"
"Adrian Hane","2014-07-18","-25.913599999999988","-51.827199999999976"
"Adrian Hane","2014-07-18","-25.913599999999988","-51.827199999999976"
"Adrian Hane","2016-06-30","-0.62650000000000716","-53.08019999999999032"
"Adrian Hane","2016-06-30","-0.62650000000000716","-53.08019999999999032"
"Adrian Hane","2016-12-18","3.7855999999999992","-650.48500000000004292"
"Adrian Hane","2016-12-18","-264.21500000000003","-650.48500000000004292"
"Adrian Hane","2016-12-18","-7.17","-650.48500000000004292"
"Adrian Hane","2016-12-18","-7.17","-650.48500000000004292"
"Adrian Hane","2016-12-18","3.7855999999999992","-650.48500000000004292"
"Adrian Hane","2016-12-18","2.3359999999999994","-650.48500000000004292"
"Adrian Hane","2016-12-18","-8.4581999999999979","-650.48500000000004292"
"Adrian Hane","2016-12-18","-8.4581999999999979","-650.48500000000004292"
"Adrian Hane","2016-12-18","5.1792","-650.48500000000004292"
"Adrian Hane","2016-12-18","5.1792","-650.48500000000004292"
"Adrian Hane","2016-12-18","2.3359999999999994","-650.48500000000004292"
"Adrian Hane","2016-12-18","-30.159999999999997","-650.48500000000004292"
"Adrian Hane","2016-12-18","-30.159999999999997","-650.48500000000004292"
"Adrian Hane","2016-12-18","-264.21500000000003","-650.48500000000004292"
"Adrian Hane","2017-04-08","97.88","-224.84800000000008292"
"Adrian Hane","2017-04-08","97.88","-224.84800000000008292"
"Adrian Hane","2017-04-08","114.93849999999998","-224.84800000000008292"
"Adrian Hane","2017-04-08","114.93849999999998","-224.84800000000008292"
"Adrian Hane","2017-07-02","-8.1096","-122.19620000000008292"
"Adrian Hane","2017-07-02","59.4355","-122.19620000000008292"
"Adrian Hane","2017-07-02","59.4355","-122.19620000000008292"
"Adrian Hane","2017-07-02","-8.1096","-122.19620000000008292"
"Adrian Hane","2017-08-17","9.8159999999999954","-5.81000000000008012"
"Adrian Hane","2017-08-17","48.377100000000006","-5.81000000000008012"
"Adrian Hane","2017-08-17","9.8159999999999954","-5.81000000000008012"
"Adrian Hane","2017-08-17","48.377100000000006","-5.81000000000008012"
"Adrian Hane","2017-10-31","0.59039999999999915","-4.62920000000008182"
"Adrian Hane","2017-10-31","0.59039999999999915","-4.62920000000008182"
"Adrian Shami","2016-11-13","1.5048","3.0096"
"Adrian Shami","2016-11-13","1.5048","3.0096"
"Adrian Shami","2017-11-19","6.4128","43.699199999999998"
"Adrian Shami","2017-11-19","13.931999999999999","43.699199999999998"
"Adrian Shami","2017-11-19","13.931999999999999","43.699199999999998"
"Adrian Shami","2017-11-19","6.4128","43.699199999999998"
"Aimee Bixby","2014-03-05","16.750799999999998","522.380200000000022"
"Aimee Bixby","2014-03-05","45.975399999999993","522.380200000000022"
"Aimee Bixby","2014-03-05","45.975399999999993","522.380200000000022"
"Aimee Bixby","2014-03-05","5.399799999999999","522.380200000000022"
"Aimee Bixby","2014-03-05","5.399799999999999","522.380200000000022"
"Aimee Bixby","2014-03-05","15.475200000000001","522.380200000000022"
"Aimee Bixby","2014-03-05","15.475200000000001","522.380200000000022"
"Aimee Bixby","2014-03-05","177.58890000000002","522.380200000000022"
"Aimee Bixby","2014-03-05","177.58890000000002","522.380200000000022"
"Aimee Bixby","2014-03-05","16.750799999999998","522.380200000000022"
"Aimee Bixby","2015-09-10","7.0218000000000007","536.4238000000000234"
"Aimee Bixby","2015-09-10","7.0218000000000007","536.4238000000000234"
"Aimee Bixby","2016-01-31","5.4432","547.3102000000000234"
"Aimee Bixby","2016-01-31","5.4432","547.3102000000000234"
"Aimee Bixby","2017-09-04","39.5428","626.3958000000000234"
"Aimee Bixby","2017-09-04","39.5428","626.3958000000000234"
"Aimee Bixby","2017-11-19","8.674399999999995","627.3194000000000142"
"Aimee Bixby","2017-11-19","8.674399999999995","627.3194000000000142"
"Aimee Bixby","2017-11-19","5.2799999999999994","627.3194000000000142"
"Aimee Bixby","2017-11-19","0.5004","627.3194000000000142"
"Aimee Bixby","2017-11-19","0.5004","627.3194000000000142"
"Aimee Bixby","2017-11-19","-13.992999999999999","627.3194000000000142"
"Aimee Bixby","2017-11-19","-13.992999999999999","627.3194000000000142"
"Aimee Bixby","2017-11-19","5.2799999999999994","627.3194000000000142"
"Alan Barnes","2014-11-16","-1.0656000000000017","-2.1312000000000034"
"Alan Barnes","2014-11-16","-1.0656000000000017","-2.1312000000000034"
"Alan Barnes","2015-03-28","16.032","79.8048000000000106"
"Alan Barnes","2015-03-28","24.936000000000007","79.8048000000000106"
"Alan Barnes","2015-03-28","16.032","79.8048000000000106"
"Alan Barnes","2015-03-28","24.936000000000007","79.8048000000000106"
"Alan Barnes","2015-05-10","-2.9180000000000028","73.9688000000000050"
"Alan Barnes","2015-05-10","-2.9180000000000028","73.9688000000000050"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","27.734999999999996","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","27.734999999999996","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","9.126899999999992","221.0525999999999810"
"Alan Barnes","2015-06-25","9.126899999999992","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2015-06-25","5.24","221.0525999999999810"
"Alan Barnes","2017-03-30","39.564000000000007","300.1805999999999950"
"Alan Barnes","2017-03-30","39.564000000000007","300.1805999999999950"
"Alan Barnes","2017-04-14","2.5535999999999985","358.0265999999999936"
"Alan Barnes","2017-04-14","21.3408","358.0265999999999936"
"Alan Barnes","2017-04-14","21.3408","358.0265999999999936"
"Alan Barnes","2017-04-14","5.0286000000000008","358.0265999999999936"
"Alan Barnes","2017-04-14","2.5535999999999985","358.0265999999999936"
"Alan Barnes","2017-04-14","5.0286000000000008","358.0265999999999936"
"Alan Barnes","2017-09-15","59.4355","476.8975999999999936"
"Alan Barnes","2017-09-15","59.4355","476.8975999999999936"
"Alan Barnes","2017-12-05","5.4287999999999981","504.5059999999999880"
"Alan Barnes","2017-12-05","8.3753999999999991","504.5059999999999880"
"Alan Barnes","2017-12-05","8.3753999999999991","504.5059999999999880"
"Alan Barnes","2017-12-05","5.4287999999999981","504.5059999999999880"
"Alan Dominguez","2014-11-19","1.9844999999999995","3.9689999999999990"
"Alan Dominguez","2014-11-19","1.9844999999999995","3.9689999999999990"
"Alan Dominguez","2014-12-26","-8.5794000000000779","-13.1898000000001568"
"Alan Dominguez","2014-12-26","-8.5794000000000779","-13.1898000000001568"
"Alan Dominguez","2015-06-14","5.1072000000000024","-2.9754000000001520"
"Alan Dominguez","2015-06-14","5.1072000000000024","-2.9754000000001520"
"Alan Dominguez","2015-07-04","4.4891999999999985","6.0029999999998450"
"Alan Dominguez","2015-07-04","4.4891999999999985","6.0029999999998450"
"Alan Dominguez","2017-01-22","1379.9769999999999","2917.1059999999996190"
"Alan Dominguez","2017-01-22","1379.9769999999999","2917.1059999999996190"
"Alan Dominguez","2017-01-22","5.382","2917.1059999999996190"
"Alan Dominguez","2017-01-22","56.300999999999988","2917.1059999999996190"
"Alan Dominguez","2017-01-22","13.891499999999999","2917.1059999999996190"
"Alan Dominguez","2017-01-22","13.891499999999999","2917.1059999999996190"
"Alan Dominguez","2017-01-22","5.382","2917.1059999999996190"
"Alan Dominguez","2017-01-22","56.300999999999988","2917.1059999999996190"
"Alan Dominguez","2017-04-30","80.3404","3077.7867999999996190"
"Alan Dominguez","2017-04-30","80.3404","3077.7867999999996190"
"Alan Dominguez","2017-11-13","70.502800000000008","3218.7923999999996350"
"Alan Dominguez","2017-11-13","70.502800000000008","3218.7923999999996350"
"Alan Dominguez","2017-12-01","251.20200000000003","3739.8587999999996950"
"Alan Dominguez","2017-12-01","9.3312","3739.8587999999996950"
"Alan Dominguez","2017-12-01","9.3312","3739.8587999999996950"
"Alan Dominguez","2017-12-01","251.20200000000003","3739.8587999999996950"
"Alan Haines","2015-03-05","-5.4548000000000041","-25.1055999999999920"
"Alan Haines","2015-03-05","-5.4548000000000041","-25.1055999999999920"
"Alan Haines","2015-03-05","-7.0979999999999919","-25.1055999999999920"
"Alan Haines","2015-03-05","-7.0979999999999919","-25.1055999999999920"
"Alan Haines","2016-12-18","-204.31449999999995","-723.8465999999997440"
"Alan Haines","2016-12-18","-169.3719999999999","-723.8465999999997440"
"Alan Haines","2016-12-18","-169.3719999999999","-723.8465999999997440"
"Alan Haines","2016-12-18","24.315999999999974","-723.8465999999997440"
